id,name,smiles,formula
501,RR_Reetz,c1ccc(-p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)c(Oc2ccccc2-p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)c1,C52H32O5P2
502,ICT10043B,Cc1c(P(C(C)C)C(C)C)n(-p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)c2ccccc12,C35H33NO2P2
503,DPEPhos,c1ccc(P(c2ccccc2)c2ccccc2Oc2ccccc2P(c2ccccc2)c2ccccc2)cc1,C36H28OP2
504,DPPP,c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,C27H26P2
505,RR_Me_BPF,C[C@@H]1CC[C@@H](C)P1c1cc[cH-]c1.C[C@@H]1CC[C@@H](C)P1c1ccc[cH-]1.[Fe+2],C22H32FeP2
507,Hiersophos_3,Cc1ccc(P(c2cc[cH-]c2)c2ccc(C)o2)o1.Cc1ccc(P(c2cc[cH-]c2)c2ccc(C)o2)o1.[Fe+2],C30H28FeO4P2
508,35TMS-phanephos,C[Si](C)(C)c1cc(P(c2cc([Si](C)(C)C)cc([Si](C)(C)C)c2)c2cc3ccc2CCc2ccc(c(P(c4cc([Si](C)(C)C)cc([Si](C)(C)C)c4)c4cc([Si](C)(C)C)cc([Si](C)(C)C)c4)c2)CC3)cc([Si](C)(C)C)c1,C64H98P2Si8
509,BPFPy-Phanephos,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)nc(C(F)(F)F)c2)c2cc3ccc2CCc2ccc(c(P(c4cc(C(F)(F)F)nc(C(F)(F)F)c4)c4cc(C(F)(F)F)nc(C(F)(F)F)c4)c2)CC3)cc(C(F)(F)F)n1,C44H22F24N4P2
510,DOMePy-phanephos,COc1cc(P(c2cc(OC)nc(OC)c2)c2cc3ccc2CCc2ccc(c(P(c4cc(OC)nc(OC)c4)c4cc(OC)nc(OC)c4)c2)CC3)cc(OC)n1,C44H46N4O8P2
511,DTBPy-Phanephos,CC(C)(C)c1cc(P(c2cc(C(C)(C)C)nc(C(C)(C)C)c2)c2cc3ccc2CCc2ccc(c(P(c4cc(C(C)(C)C)nc(C(C)(C)C)c4)c4cc(C(C)(C)C)nc(C(C)(C)C)c4)c2)CC3)cc(C(C)(C)C)n1,C68H94N4P2
512,M000-1-1naphthyl,CN(C)[C@H](c1ccccc1)[c-]1cccc1P(c1cccc2ccccc12)c1cccc2ccccc12.CN(C)[C@H](c1ccccc1)c1cc[cH-]c1P(c1cccc2ccccc12)c1cccc2ccccc12.[Fe+2],C68H58FeN2P2
513,M000-1-2naphthyl,CN(C)[C@H](c1ccccc1)[c-]1cccc1P(c1ccc2ccccc2c1)c1ccc2ccccc2c1.CN(C)[C@H](c1ccccc1)c1cc[cH-]c1P(c1ccc2ccccc2c1)c1ccc2ccccc2c1.[Fe+2],C68H58FeN2P2
516,M000-1-35TMS-4f,CN(C)[C@H](c1ccccc1)c1[cH-]ccc1P(c1cc([Si](C)(C)C)c(F)c([Si](C)(C)C)c1)c1cc([Si](C)(C)C)c(F)c([Si](C)(C)C)c1.CN(C)[C@H](c1ccccc1)c1c[cH-]cc1P(c1cc([Si](C)(C)C)c(F)c([Si](C)(C)C)c1)c1cc([Si](C)(C)C)c(F)c([Si](C)(C)C)c1.[Fe+2],C76H110F4FeN2P2Si8
517,M000-1-345F,CN(C)[C@H](c1ccccc1)c1c[cH-]cc1P(c1cc(F)c(F)c(F)c1)c1cc(F)c(F)c(F)c1.CN(C)[C@H](c1ccccc1)c1c[cH-]cc1P(c1cc(F)c(F)c(F)c1)c1cc(F)c(F)c(F)c1.[Fe+2],C52H38F12FeN2P2
518,M000-1-DMM,COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2[cH-]ccc2[C@@H](c2ccccc2)N(C)C)cc1C.COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2c[cH-]cc2[C@@H](c2ccccc2)N(C)C)cc1C.[Fe+2],C64H74FeN2O4P2
519,M000-1-DTBM,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2c[cH-]cc2[C@@H](c2ccccc2)N(C)C)cc1C(C)(C)C.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc[c-]2[C@@H](c2ccccc2)N(C)C)cc1C(C)(C)C.[Fe+2],C88H122FeN2O4P2
520,M000-1-IPDA,CC(C)c1cc(P(c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c2[cH-]ccc2[C@@H](c2ccccc2)N(C)C)cc(C(C)C)c1N(C)C.CC(C)c1cc(P(c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c2c[cH-]cc2[C@@H](c2ccccc2)N(C)C)cc(C(C)C)c1N(C)C.[Fe+2],C84H118FeN6P2
521,M000-1-pAd,CN(C)[C@H](c1ccccc1)[c-]1cccc1P(c1ccc([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1)c1ccc([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1.CN(C)[C@H](c1ccccc1)c1cc[cH-]c1P(c1ccc([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1)c1ccc([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1.[Fe+2],C92H106FeN2P2
522,M000-1-PBFPy,CN(C)[C@H](c1ccccc1)[c-]1cccc1P(c1cc(C(F)(F)F)nc(C(F)(F)F)c1)c1cc(C(F)(F)F)nc(C(F)(F)F)c1.CN(C)[C@H](c1ccccc1)c1ccc[c-]1P(c1cc(C(F)(F)F)nc(C(F)(F)F)c1)c1cc(C(F)(F)F)nc(C(F)(F)F)c1.[Fe+2],C56H38F24FeN6P2
523,M000-1-pCF3,CN(C)[C@H](c1ccccc1)[c-]1cccc1P(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1.CN(C)[C@H](c1ccccc1)c1cc[cH-]c1P(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1.[Fe+2],C56H46F12FeN2P2
524,M000-1-ptBu,CN(C)[C@H](c1ccccc1)[c-]1cccc1P(c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1.CN(C)[C@H](c1ccccc1)c1cc[cH-]c1P(c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1.[Fe+2],C68H82FeN2P2
525,M000-1-TMS,CN(C)[C@H](c1ccccc1)c1c[cH-]cc1P(c1cc([Si](C)(C)C)cc([Si](C)(C)C)c1)c1cc([Si](C)(C)C)cc([Si](C)(C)C)c1.CN(C)[C@H](c1ccccc1)c1cc[cH-]c1P(c1cc([Si](C)(C)C)cc([Si](C)(C)C)c1)c1cc([Si](C)(C)C)cc([Si](C)(C)C)c1.[Fe+2],C76H114FeN2P2Si8
526,2_OMe_BINAP,COc1cc2ccccc2c(-c2c(P(c3ccccc3)c3ccccc3)c(OC)cc3ccccc23)c1P(c1ccccc1)c1ccccc1,C46H36O2P2
527,iPr_Ferrotane,CC(C)[C@@H]1C[C@@H](C(C)C)P1c1cc[cH-]c1.CC(C)[C@@H]1C[C@@H](C(C)C)P1c1cc[cH-]c1.[Fe+2],C28H44FeP2
528,Me_ferrotane,C[C@@H]1C[C@@H](C)P1[c-]1cccc1.C[C@@H]1C[C@@H](C)P1c1cc[cH-]c1.[Fe+2],C20H28FeP2
529,nPr_Ferrotane,CCC[C@@H]1C[C@@H](CCC)P1c1cc[cH-]c1.CCC[C@@H]1C[C@@H](CCC)P1c1cc[cH-]c1.[Fe+2],C28H44FeP2
530,R_2_COtBu_BINAP,CC(C)(C)C(=O)c1cc2ccccc2c(-c2c(P(c3ccccc3)c3ccccc3)c(C(=O)C(C)(C)C)cc3ccccc23)c1P(c1ccccc1)c1ccccc1,C54H48O2P2
531,R_BINAP_2_Obn,c1ccc(COc2cc3ccccc3c(-c3c(P(c4ccccc4)c4ccccc4)c(OCc4ccccc4)cc4ccccc34)c2P(c2ccccc2)c2ccccc2)cc1,C58H44O2P2
532,R_BINAP_2_OiPr,CC(C)Oc1cc2ccccc2c(-c2c(P(c3ccccc3)c3ccccc3)c(OC(C)C)cc3ccccc23)c1P(c1ccccc1)c1ccccc1,C50H44O2P2
533,R_C1_TunePhos,c1ccc(P(c2ccccc2)c2cccc3c2-c2c(cccc2P(c2ccccc2)c2ccccc2)OCO3)cc1,C37H28O2P2
534,R_H8_BINAM,c1ccc(P(Nc2ccc3c(c2-c2c(NP(c4ccccc4)c4ccccc4)ccc4c2CCCC4)CCCC3)c2ccccc2)cc1,C44H42N2P2
538,RR_tBu_Ferrolane,CC(C)(C)[C@@H]1CC[C@@H](C(C)(C)C)P1c1cc[cH-]c1.CC(C)(C)[C@@H]1CC[C@@H](C(C)(C)C)P1c1cc[cH-]c1.[Fe+2],C34H56FeP2
539,SRR_SPIRAP,CC[C@H]1OC2(O[C@H](CC)c3cccc(P(c4ccccc4)c4ccccc4)c32)c2c1cccc2P(c1ccccc1)c1ccccc1,C43H38O2P2
541,SSRR_RoPhos,C[C@H]1[C@H](O)[C@@H](O)[C@H](C)P1c1ccccc1P1[C@@H](C)[C@H](O)[C@@H](O)[C@@H]1C,C18H28O4P2
542,SSS_SPIRAP,CC[C@@H]1OC2(O[C@@H](CC)c3cccc(P(c4ccccc4)c4ccccc4)c32)c2c1cccc2P(c1ccccc1)c1ccccc1,C43H38O2P2
543,SSSS_RoPhos,C[C@H]1[C@@H](O)[C@H](O)[C@H](C)P1c1ccccc1P1[C@@H](C)[C@@H](O)[C@H](O)[C@@H]1C,C18H28O4P2
544,TMBPT,Cc1sc(C)c(P(c2ccccc2)c2ccccc2)c1-c1c(C)sc(C)c1P(c1ccccc1)c1ccccc1,C36H32P2S2
545,pTMS-MeOBIPHEP,COc1cccc(P(c2ccc([Si](C)(C)C)cc2)c2ccc([Si](C)(C)C)cc2)c1-c1c(OC)cccc1P(c1ccc([Si](C)(C)C)cc1)c1ccc([Si](C)(C)C)cc1,C50H64O2P2Si4
546,pTol-H8-BinamP,Cc1ccc(P(Nc2ccc3c(c2-c2c(NP(c4ccc(C)cc4)c4ccc(C)cc4)ccc4c2CCCC4)CCCC3)c2ccc(C)cc2)cc1,C48H50N2P2
547,pTol-MeBIPHEP,Cc1ccc(P(c2ccc(C)cc2)c2cccc(C)c2-c2c(C)cccc2P(c2ccc(C)cc2)c2ccc(C)cc2)cc1,C42H40P2
548,R-2Furyl_nBu-MeOBIPHEP,CCCCP(c1ccco1)c1cccc(OC)c1-c1c(OC)cccc1P(c1ccccc1)c1ccccc1,C34H34O3P2
549,SSR-Cy-Ph_2-MeBIPHEP,Cc1cccc(P(c2ccccc2)C2CCCCC2)c1-c1c(C)cccc1P(c1ccccc1)C1CCCCC1,C38H44P2
550,R-tBu_Ph-MeBIHEP,Cc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(C)cccc1P(c1ccccc1)C(C)(C)C,C36H36P2
551,RR-Cy-Butiphane,c1ccc2c(P3[C@H](C4CCCCC4)CC[C@H]3C3CCCCC3)c(P3[C@H](C4CCCCC4)CC[C@H]3C3CCCCC3)sc2c1,C40H60P2S
553,RR-iPr-Butiphane,CC(C)[C@@H]1CC[C@@H](C(C)C)P1c1sc2ccccc2c1P1[C@H](C(C)C)CC[C@H]1C(C)C,C28H44P2S
554,RR-iPr-Ulluphos,Cc1sc(C)c(P2[C@H](C(C)C)CC[C@H]2C(C)C)c1P1[C@H](C(C)C)CC[C@H]1C(C)C,C26H46P2S
556,RR-Me-Ulluphos,Cc1sc(C)c(P2[C@H](C)CC[C@H]2C)c1P1[C@H](C)CC[C@H]1C,C18H30P2S
557,RRR-MeOBIPHEP,COc1cccc(P(c2ccccc2)C(C)(C)C)c1-c1c(OC)cccc1P(c1ccccc1)C(C)(C)C,C34H40O2P2
558,RRR-phospholane-MeOBIPHEP,COc1cccc(P2[C@H](C)CC[C@H]2C)c1-c1c(OC)cccc1P1[C@H](C)CC[C@H]1C,C26H36O2P2
560,RRR_Cy_Ph_2-MeBIPHEP,Cc1cccc(P(c2ccccc2)C2CCCCC2)c1-c1c(C)cccc1P(c1ccccc1)C1CCCCC1,C38H44P2
561,S-2Furyl_nBu-MeOBIPHEP,CCCCP(c1ccco1)c1cccc(OC)c1-c1c(OC)cccc1P(c1ccccc1)c1ccccc1,C34H34O3P2
562,S-tBu-Ph_pTol2-MeBIPHEP,Cc1ccc(P(c2ccc(C)cc2)c2cccc(C)c2-c2c(C)cccc2P(c2ccccc2)C(C)(C)C)cc1,C38H40P2
563,S-tBu-Ph-MeBIPHEP,Cc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(C)cccc1P(c1ccccc1)C(C)(C)C,C36H36P2
564,Solphos,CN1CCOc2c1ccc(P(c1ccccc1)c1ccccc1)c2-c1c(P(c2ccccc2)c2ccccc2)ccc2c1OCCN2C,C42H38N2O2P2
565,SS-iPr-CRNPHOS,CC(C)[C@@H]1C[C@@H](C(C)C)P1c1ccccc1P1[C@H](C(C)C)C[C@H]1C(C)C,C24H40P2
566,SSR-MeOBIPHEP,COc1cccc(P(c2ccccc2)C(C)(C)C)c1-c1c(OC)cccc1P(c1ccccc1)C(C)(C)C,C34H40O2P2
567,SSR-phospholane-MeOBIPHEP,COc1cccc(P2[C@@H](C)CC[C@@H]2C)c1-c1c(OC)cccc1P1[C@@H](C)CC[C@@H]1C,C26H36O2P2
568,Sunphos,CC1(C)Oc2ccc(P(c3ccccc3)c3ccccc3)c(-c3c(P(c4ccccc4)c4ccccc4)ccc4c3OC(C)(C)O4)c2O1,C42H36O4P2
569,Cy-MeBIPHEP,Cc1cccc(P(C2CCCCC2)C2CCCCC2)c1-c1c(C)cccc1P(C1CCCCC1)C1CCCCC1,C38H56P2
570,Cy-Ph-MeBIPHEP,Cc1cccc(P(c2ccccc2)C2CCCCC2)c1-c1c(C)cccc1P(c1ccccc1)C1CCCCC1,C38H44P2
572,Cy2-MeBIPHEP,Cc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(C)cccc1P(C1CCCCC1)C1CCCCC1,C38H44P2
573,Cy2-MeOBIPHEP,COc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(OC)cccc1P(C1CCCCC1)C1CCCCC1,C38H44O2P2
574,Cy2-Ph2-BPPFA,C[C@@H]([c-]1cccc1P(c1ccccc1)c1ccccc1)N(C)C.[Fe+2].c1cc(P(C2CCCCC2)C2CCCCC2)c[cH-]1,C38H49FeNP2
575,Cy2-pTol2-MeBIPHEP,Cc1ccc(P(c2ccc(C)cc2)c2cccc(C)c2-c2c(C)cccc2P(C2CCCCC2)C2CCCCC2)cc1,C40H48P2
576,HOBIPHEP,Oc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(O)cccc1P(c1ccccc1)c1ccccc1,C36H28O2P2
577,MABP,Cc1cccc(NP(c2ccccc2)c2ccccc2)c1-c1c(C)cccc1NP(c1ccccc1)c1ccccc1,C38H34N2P2
578,mDMA-MeOBIPHEP,COc1cccc(P(c2cccc(N(C)C)c2)c2cccc(N(C)C)c2)c1-c1c(OC)cccc1P(c1cccc(N(C)C)c1)c1cccc(N(C)C)c1,C46H52N4O2P2
579,Me-MeOBIPHEP,COc1cccc(P(C)C)c1-c1c(OC)cccc1P(C)C,C18H24O2P2
580,MeBIPHEP,Cc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(C)cccc1P(c1ccccc1)c1ccccc1,C38H32P2
581,MeDA-MeOBIPHEP,COc1cccc(P(c2cc(C)c(N(C)C)c(C)c2)c2cc(C)c(N(C)C)c(C)c2)c1-c1c(OC)cccc1P(c1cc(C)c(N(C)C)c(C)c1)c1cc(C)c(N(C)C)c(C)c1,C54H68N4O2P2
582,MeOBIPHEP-3-Br,COc1ccc(Br)c(P(c2ccccc2)c2ccccc2)c1-c1c(OC)ccc(Br)c1P(c1ccccc1)c1ccccc1,C38H30Br2O2P2
583,MP2-Segphos,Cc1ccc(C)p1-c1ccc2c(c1-c1c(-p3c(C)ccc3C)ccc3c1OCO3)OCO2,C26H24O4P2
584,mTol-MeBIPHEP,Cc1cccc(P(c2cccc(C)c2)c2cccc(C)c2-c2c(C)cccc2P(c2cccc(C)c2)c2cccc(C)c2)c1,C42H40P2
585,mTol-PPM,Cc1cccc(P(C[C@@H]2C[C@H](P(c3cccc(C)c3)c3cccc(C)c3)CN2)c2cccc(C)c2)c1,C33H37NP2
586,Naphthyl-Ph-MeBIPHEP,Cc1cccc(P(c2ccccc2)c2ccc3ccccc3c2)c1-c1c(C)cccc1P(c1ccccc1)c1ccc2ccccc2c1,C46H36P2
587,OH-BPPFA,C[C@H](O)[c-]1cccc1P(c1ccccc1)c1ccccc1.[Fe+2].c1ccc(P(c2ccccc2)c2cc[cH-]c2)cc1,C36H32FeOP2
588,oMeO-MeOBIPHEP,COc1ccccc1P(c1ccccc1OC)c1cccc(OC)c1-c1c(OC)cccc1P(c1ccccc1OC)c1ccccc1OC,C42H40O6P2
589,oTol-H8-BinamP,Cc1ccccc1P(Nc1ccc2c(c1-c1c(NP(c3ccccc3C)c3ccccc3C)ccc3c1CCCC3)CCCC2)c1ccccc1C,C48H50N2P2
590,P3-Segphos,c1ccc(-c2ccc(-c3ccccc3)p2-c2ccc3c(c2-c2c(-p4c(-c5ccccc5)ccc4-c4ccccc4)ccc4c2OCO4)OCO3)cc1,C46H32O4P2
591,paminomethyl-MeOBIPHEP,COc1cccc(P(c2ccc(CN)cc2)c2ccc(CN)cc2)c1-c1c(OC)cccc1P(c1ccc(CN)cc1)c1ccc(CN)cc1,C42H44N4O2P2
592,pDMA-MeOBIPHEP,COc1cccc(P(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)c1-c1c(OC)cccc1P(c1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,C46H52N4O2P2
593,pDMAS-MeOBIPHEP,COc1cccc(P(c2ccc([S+2]([O-])([O-])N(C)C)cc2)c2ccc([S+2]([O-])([O-])N(C)C)cc2)c1-c1c(OC)cccc1P(c1ccc([S+2]([O-])([O-])N(C)C)cc1)c1ccc([S+2]([O-])([O-])N(C)C)cc1,C46H52N4O10P2S4
594,pF-H8-BinamP,Fc1ccc(P(Nc2ccc3c(c2-c2c(NP(c4ccc(F)cc4)c4ccc(F)cc4)ccc4c2CCCC4)CCCC3)c2ccc(F)cc2)cc1,C44H38F4N2P2
595,phospholane-MeOBIPHEP,COc1cccc(P2CCCC2)c1-c1c(OC)cccc1P1CCCC1,C22H28O2P2
596,PO-BIPHEP,CO[P+]1([O-])Oc2cccc(P(c3ccccc3)c3ccccc3)c2-c2c(cccc2P(c2ccccc2)c2ccccc2)O1,C37H29O4P3
597,pOMe-H8-BinamP,COc1ccc(P(Nc2ccc3c(c2-c2c(NP(c4ccc(OC)cc4)c4ccc(OC)cc4)ccc4c2CCCC4)CCCC3)c2ccc(OC)cc2)cc1,C48H50N2O4P2
598,pOMe-MeOBIPHEP,COc1ccc(P(c2ccc(OC)cc2)c2cccc(OC)c2-c2c(OC)cccc2P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,C42H40O6P2
599,pPh-MeOBIPHEP,COc1cccc(P(c2ccc(-c3ccccc3)cc2)c2ccc(-c3ccccc3)cc2)c1-c1c(OC)cccc1P(c1ccc(-c2ccccc2)cc1)c1ccc(-c2ccccc2)cc1,C62H48O2P2
601,2-Benzofuryl-MeOBIPHEP,COc1cccc(P(c2cc3ccccc3o2)c2cc3ccccc3o2)c1-c1c(OC)cccc1P(c1cc2ccccc2o1)c1cc2ccccc2o1,C46H32O6P2
602,2-Furyl-Solphos,CN1CCOc2c1ccc(P(c1ccco1)c1ccco1)c2-c1c(P(c2ccco2)c2ccco2)ccc2c1OCCN2C,C34H30N2O6P2
603,2-Furyl2-MeOBIPHEP,COc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(OC)cccc1P(c1ccco1)c1ccco1,C34H28O4P2
604,2-Thienyl2-MeOBIPHEP,COc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(OC)cccc1P(c1cccs1)c1cccs1,C34H28O2P2S2
605,2Benzothienyl-MeOBIPHEP,COc1cccc(P(c2cc3ccccc3s2)c2cc3ccccc3s2)c1-c1c(OC)cccc1P(c1cc2ccccc2s1)c1cc2ccccc2s1,C46H32O2P2S4
606,BIPHOMP,c1ccc(P(c2ccccc2)c2cccc3c2-c2c(cccc2P(c2ccccc2)c2ccccc2)COC3)cc1,C38H30OP2
607,gem-DPPH,CCCCCC(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,C30H32P2
608,benzyl-pTol-diazadiphosphocane,Cc1ccc(N2CP(Cc3ccccc3)CN(c3ccc(C)cc3)CP(Cc3ccccc3)C2)cc1,C32H36N2P2
609,IPDA-diphe,CC(C)c1cc(P(c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c2cccc3cccc(P(c4cc(C(C)C)c(N(C)C)c(C(C)C)c4)c4cc(C(C)C)c(N(C)C)c(C(C)C)c4)c23)cc(C(C)C)c1N(C)C,C66H94N4P2
610,iPr-diphe,CC(C)P(c1cccc2cccc(P(C(C)C)C(C)C)c12)C(C)C,C22H34P2
611,MeDA-diphe,Cc1cc(P(c2cc(C)c(N(C)C)c(C)c2)c2cccc3cccc(P(c4cc(C)c(N(C)C)c(C)c4)c4cc(C)c(N(C)C)c(C)c4)c23)cc(C)c1N(C)C,C50H62N4P2
612,mTol-Binap,Cc1cccc(P(c2cccc(C)c2)c2ccc3ccccc3c2-c2c(P(c3cccc(C)c3)c3cccc(C)c3)ccc3ccccc23)c1,C48H40P2
613,nBu-DPPB,CCCCP(CCCC)CCCCP(CCCC)CCCC,C20H44P2
614,nBu-DPPP,CCCCP(CCCC)CCCP(CCCC)CCCC,C19H42P2
615,nDec-DPPP,CCCCCCCCCCP(CCCCCCCCCC)CCCP(CCCCCCCCCC)CCCCCCCCCC,C43H90P2
616,oTol-diphe,Cc1ccccc1P(c1ccccc1C)c1cccc2cccc(P(c3ccccc3C)c3ccccc3C)c12,C38H34P2
617,oTol-DPPE,Cc1ccccc1P(CCP(c1ccccc1C)c1ccccc1C)c1ccccc1C,C30H32P2
619,PAd-Dalphos,Cc1ccccc1P(c1ccccc1C)c1ccccc1P1[C@]2(C)C[C@@]3(C)O[C@](C)(C[C@]1(C)O3)O2,C30H34O3P2
620,pCF3-diphe,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2cccc3cccc(P(c4ccc(C(F)(F)F)cc4)c4ccc(C(F)(F)F)cc4)c23)cc1,C38H22F12P2
621,Ph-pTol-diazadiphosphocane,Cc1ccc(N2CP(c3ccccc3)CN(c3ccc(C)cc3)CP(c3ccccc3)C2)cc1,C30H32N2P2
623,pTol-DPPE,Cc1ccc(P(CCP(c2ccc(C)cc2)c2ccc(C)cc2)c2ccc(C)cc2)cc1,C30H32P2
626,diphe,c1ccc(P(c2ccccc2)c2cccc3cccc(P(c4ccccc4)c4ccccc4)c23)cc1,C34H26P2
627,DTBM-diphe,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2cccc3cccc(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c23)cc1C(C)(C)C,C70H98O4P2
628,Furyl-diphe,c1coc(P(c2ccco2)c2cccc3cccc(P(c4ccco4)c4ccco4)c23)c1,C26H18O4P2
629,35CF3-diphe,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cccc3cccc(P(c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c23)cc(C(F)(F)F)c1,C42H18F24P2
630,345MeO-diphe,COc1cc(P(c2cc(OC)c(OC)c(OC)c2)c2cccc3cccc(P(c4cc(OC)c(OC)c(OC)c4)c4cc(OC)c(OC)c(OC)c4)c23)cc(OC)c1OC,C46H50O12P2
631,Cy-diphe,c1cc(P(C2CCCCC2)C2CCCCC2)c2c(P(C3CCCCC3)C3CCCCC3)cccc2c1,C34H50P2
632,DMM-diphe,COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2cccc3cccc(P(c4cc(C)c(OC)c(C)c4)c4cc(C)c(OC)c(C)c4)c23)cc1C,C46H50O4P2
633,gem-DPPB,CCCC(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,C28H28P2
634,BCOPE,C1C[C@H]2CCC[C@@H](C1)P2CCP1[C@H]2CCC[C@@H]1CCC2,C18H32P2
635,Ph_NuPhos,c1ccc(C(/C(=C(/c2ccccc2)P(c2ccccc2)c2ccccc2)c2ccccc2)=C(\c2ccccc2)P(c2ccccc2)c2ccccc2)cc1,C52H40P2
638,PPh2NPh2,c1ccc(N2CP(c3ccccc3)CN(c3ccccc3)CP(c3ccccc3)C2)cc1,C28H28N2P2
640,N_XantPhos,c1ccc(P(c2ccccc2)c2cccc3c2Oc2c(cccc2P(c2ccccc2)c2ccccc2)N3)cc1,C36H27NOP2
641,Cy_DPPBz,c1ccc(P(C2CCCCC2)C2CCCCC2)c(P(C2CCCCC2)C2CCCCC2)c1,C30H48P2
643,mono_O_SegPhos,c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2COC4)COC3)cc1,C40H32O2P2
644,SS_Me_ButiPhane,C[C@H]1CC[C@H](C)P1c1sc2ccccc2c1P1[C@@H](C)CC[C@@H]1C,C20H28P2S
645,35-tBu2-MeOBIPHEP,COc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(OC)cccc1P(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,C54H64O2P2
646,iPrOBIPHEP,CC(C)Oc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(OC(C)C)cccc1P(c1ccccc1)c1ccccc1,C42H40O2P2
647,iPr2-MeOBIPHEP,COc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(OC)cccc1P(C(C)C)C(C)C,C32H36O2P2
649,iPr-BPPFA-EPIP,CC(C)P([c-]1cccc1)C(C)C.CC(C)P(c1ccc[c-]1[C@H](C)N(C)CCN1CCCCC1)C(C)C.[Fe+2],C32H56FeN2P2
650,IPDA-MeOBIPHEP,COc1cccc(P(c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c1-c1c(OC)cccc1P(c1cc(C(C)C)c(N(C)C)c(C(C)C)c1)c1cc(C(C)C)c(N(C)C)c(C(C)C)c1,C70H100N4O2P2
651,HOiPrOBIPHEP,CC(C)Oc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(O)cccc1P(c1ccccc1)c1ccccc1,C39H34O2P2
653,Et2-MeOBIPHEP,CCP(CC)c1cccc(OC)c1-c1c(OC)cccc1P(c1ccccc1)c1ccccc1,C30H32O2P2
654,Et-MeOBIPHEP,CCP(CC)c1cccc(OC)c1-c1c(OC)cccc1P(CC)CC,C22H32O2P2
656,Diphol(PCy2)-MeO-BIPHEP,COc1cccc(P(C2CCCCC2)C2CCCCC2)c1-c1c(OC)cccc1-p1c2ccccc2c2ccccc21,C38H42O2P2
657,DiPrPAcenaphthylene,CC(C)P(C1=C(P(C(C)C)C(C)C)c2cccc3cccc1c23)C(C)C,C24H34P2
